finger,acc_x,acc_y,acc_z,orientation,quat_w,quat_x,quat_y,quat_z,target
PALM,-0.251,-0.634,-0.724,Down,-0.289,0.685,-0.662,0.092,C
PINKY,-0.666,0.601,-0.406,Right,0.44,0.825,0.059,-0.35,C
RING,-0.786,0.378,-0.357,Away from you,-0.565,-0.433,-0.702,-0.024,C
MIDDLE,-0.893,0.375,-0.115,Left,0.168,-0.575,0.494,0.63,C
THUMB,-0.856,-0.085,0.562,Left,0.644,-0.347,0.326,0.599,C
INDEX,-0.821,0.462,0.081,Left,0.258,-0.434,0.477,0.72,C
PALM,-0.258,-0.634,-0.747,Down,-0.3,0.685,-0.657,0.096,C
PINKY,-0.607,0.624,-0.428,Right,0.447,0.825,0.07,-0.339,C
RING,-0.761,0.453,-0.385,Away from you,-0.563,-0.429,-0.706,-0.03,C
MIDDLE,-0.903,0.415,-0.129,Left,0.165,-0.577,0.494,0.629,C
THUMB,-0.851,-0.089,0.531,Left,0.646,-0.344,0.328,0.598,C
INDEX,-0.82,0.456,0.094,Left,0.257,-0.432,0.479,0.72,C
PALM,-0.265,-0.653,-0.727,Down,-0.302,0.678,-0.662,0.102,C
PINKY,-0.63,0.617,-0.434,Right,0.451,0.826,0.077,-0.329,C
RING,-0.769,0.474,-0.384,Away from you,-0.56,-0.428,-0.709,-0.036,C
MIDDLE,-0.882,0.417,-0.14,Left,0.162,-0.576,0.496,0.629,C
THUMB,-0.841,-0.053,0.561,Left,0.65,-0.338,0.33,0.595,C
INDEX,-0.792,0.451,0.073,Left,0.259,-0.428,0.484,0.718,C
PALM,-0.284,-0.642,-0.749,Down,-0.303,0.669,-0.67,0.106,C
PINKY,-0.593,0.593,-0.451,Right,0.452,0.826,0.085,-0.325,C
RING,-0.726,0.492,-0.394,Away from you,-0.557,-0.427,-0.711,-0.038,C
MIDDLE,-0.88,0.438,-0.148,Left,0.16,-0.58,0.498,0.625,C
THUMB,-0.869,-0.057,0.544,Left,0.648,-0.336,0.335,0.596,C
INDEX,-0.808,0.44,0.086,Left,0.254,-0.433,0.486,0.716,C
PALM,-0.285,-0.639,-0.728,Down,-0.306,0.666,-0.673,0.104,C
PINKY,-0.642,0.614,-0.424,Right,0.456,0.824,0.108,-0.319,C
RING,-0.741,0.453,-0.391,Away from you,-0.557,-0.411,-0.721,-0.041,C
MIDDLE,-0.875,0.418,-0.171,Left,0.157,-0.589,0.488,0.625,C
THUMB,-0.852,-0.032,0.562,Left,0.644,-0.343,0.337,0.595,C
INDEX,-0.812,0.478,0.057,Left,0.253,-0.439,0.483,0.714,C
PALM,-0.305,-0.614,-0.813,Down,-0.305,0.664,-0.676,0.099,C
PINKY,-0.63,0.694,-0.341,Right,0.499,0.802,0.074,-0.321,C
RING,-0.493,0.54,-0.506,Away from you,-0.661,-0.437,-0.607,-0.064,C
MIDDLE,-0.644,0.675,0.096,Left,0.185,-0.367,0.507,0.758,C
THUMB,0.013,0.313,0.207,Up,0.743,-0.165,0.22,0.61,C
INDEX,-0.259,0.352,0.187,Left,0.315,-0.14,0.456,0.82,C
PALM,0.018,-0.978,-0.589,Away from you,-0.265,0.637,-0.641,0.337,C
PINKY,-0.217,0.652,-0.35,Right,0.576,0.762,-0.114,-0.274,C
RING,-0.466,0.77,-0.246,Away from you,-0.619,-0.521,-0.563,-0.171,C
MIDDLE,-0.726,0.816,0.149,Left,0.12,-0.368,0.557,0.735,C
THUMB,-0.604,-0.035,0.817,Up,0.734,-0.199,0.235,0.605,C
INDEX,-0.596,0.561,0.293,Left,0.285,-0.249,0.484,0.789,C
PALM,0.013,-0.704,-0.71,Down,-0.25,0.645,-0.669,0.273,C
PINKY,-0.526,0.835,-0.227,Right,0.565,0.762,0.004,-0.316,C
RING,-0.656,0.68,-0.231,Away from you,-0.634,-0.445,-0.622,-0.111,C
MIDDLE,-0.776,0.578,0.141,Left,0.153,-0.435,0.501,0.732,C
THUMB,-0.715,-0.082,0.739,Up,0.715,-0.274,0.258,0.59,C
INDEX,-0.701,0.506,0.285,Left,0.28,-0.315,0.468,0.777,C
PALM,-0.054,-0.697,-0.726,Down,-0.255,0.647,-0.681,0.229,C
PINKY,-0.529,0.773,-0.281,Right,0.558,0.772,0.044,-0.302,C
RING,-0.683,0.644,-0.24,Away from you,-0.626,-0.433,-0.64,-0.108,C
MIDDLE,-0.801,0.594,0.081,Left,0.148,-0.463,0.497,0.719,C
THUMB,-0.734,-0.098,0.709,Left,0.706,-0.283,0.272,0.59,C
INDEX,-0.734,0.508,0.241,Left,0.275,-0.337,0.475,0.765,C
PALM,-0.097,-0.715,-0.743,Down,-0.26,0.637,-0.693,0.215,C
PINKY,-0.552,0.755,-0.28,Right,0.551,0.778,0.062,-0.297,C
RING,-0.696,0.613,-0.252,Away from you,-0.622,-0.429,-0.648,-0.102,C
MIDDLE,-0.814,0.572,0.07,Left,0.151,-0.472,0.495,0.714,C
THUMB,-0.763,-0.077,0.7,Left,0.702,-0.288,0.283,0.587,C
INDEX,-0.741,0.502,0.214,Left,0.277,-0.346,0.479,0.758,C
PALM,-0.112,-0.684,-0.741,Down,-0.264,0.626,-0.704,0.207,C
PINKY,-0.552,0.745,-0.3,Right,0.544,0.782,0.079,-0.294,C
RING,-0.693,0.606,-0.272,Away from you,-0.617,-0.425,-0.655,-0.097,C
MIDDLE,-0.807,0.554,0.05,Left,0.154,-0.478,0.493,0.71,C
THUMB,-0.777,-0.073,0.673,Left,0.7,-0.294,0.292,0.582,C
INDEX,-0.769,0.487,0.207,Left,0.277,-0.355,0.482,0.751,C
PALM,-0.139,-0.688,-0.748,Down,-0.266,0.617,-0.713,0.202,C
PINKY,-0.553,0.739,-0.315,Right,0.544,0.783,0.092,-0.287,C
RING,-0.692,0.615,-0.263,Away from you,-0.615,-0.421,-0.66,-0.098,C
MIDDLE,-0.81,0.552,0.06,Left,0.153,-0.479,0.492,0.711,C
THUMB,-0.771,-0.073,0.668,Left,0.7,-0.294,0.294,0.581,C
INDEX,-0.748,0.48,0.199,Left,0.277,-0.356,0.483,0.751,C
PALM,-0.146,-0.693,-0.754,Down,-0.265,0.61,-0.719,0.202,C
PINKY,-0.563,0.741,-0.337,Right,0.545,0.783,0.109,-0.28,C
RING,-0.734,0.619,-0.251,Away from you,-0.611,-0.412,-0.669,-0.101,C
MIDDLE,-0.828,0.518,0.064,Left,0.148,-0.488,0.487,0.709,C
THUMB,-0.766,-0.067,0.651,Left,0.695,-0.297,0.296,0.584,C
INDEX,-0.766,0.495,0.208,Left,0.275,-0.362,0.482,0.749,C
PALM,-0.141,-0.697,-0.741,Down,-0.264,0.605,-0.724,0.2,C
PINKY,-0.56,0.742,-0.307,Right,0.551,0.779,0.12,-0.273,C
RING,-0.726,0.613,-0.24,Away from you,-0.615,-0.406,-0.668,-0.106,C
MIDDLE,-0.816,0.539,0.052,Left,0.149,-0.485,0.483,0.714,C
THUMB,-0.766,-0.078,0.661,Left,0.697,-0.297,0.29,0.584,C
INDEX,-0.712,0.484,0.203,Left,0.286,-0.346,0.469,0.76,C
PALM,-0.133,-0.694,-0.758,Down,-0.253,0.6,-0.731,0.205,C
PINKY,-0.577,0.718,-0.276,Right,0.561,0.768,0.133,-0.279,C
RING,-0.73,0.589,-0.251,Away from you,-0.628,-0.39,-0.666,-0.101,C
MIDDLE,-0.853,0.519,0.068,Left,0.153,-0.494,0.467,0.717,C
THUMB,-0.794,-0.139,0.653,Left,0.692,-0.313,0.291,0.581,C
INDEX,-0.766,0.414,0.259,Left,0.293,-0.358,0.455,0.761,C
PALM,-0.133,-0.641,-0.803,Down,-0.241,0.599,-0.739,0.191,C
PINKY,-0.618,0.749,-0.23,Right,0.573,0.753,0.143,-0.291,C
RING,-0.825,0.691,-0.15,Away from you,-0.652,-0.377,-0.651,-0.097,C
MIDDLE,-0.955,0.602,0.224,Left,0.164,-0.469,0.449,0.743,C
THUMB,-0.96,-0.325,0.898,Left,0.731,-0.31,0.247,0.555,C
INDEX,-0.9,0.569,0.506,Left,0.31,-0.287,0.436,0.795,C
PALM,0.049,-0.839,-0.828,Down,-0.181,0.584,-0.729,0.309,C
PINKY,-0.204,0.84,-0.079,Right,0.688,0.7,-0.045,-0.186,C
RING,-0.291,0.919,0.019,Away from you,-0.707,-0.466,-0.466,-0.257,C
MIDDLE,-0.32,0.752,0.361,Left,0.099,-0.222,0.489,0.837,C
THUMB,-0.185,-0.27,0.927,Up,0.867,-0.172,0.024,0.467,C
INDEX,-0.205,0.476,0.702,Up,0.379,-0.034,0.318,0.868,C
PALM,0.668,-0.721,-0.611,Right,0.062,0.549,-0.688,0.471,C
PINKY,-0.21,0.752,0.424,Right,0.805,0.467,-0.068,-0.359,C
RING,-0.489,0.401,0.478,Away from you,-0.892,-0.269,-0.335,-0.14,C
MIDDLE,-0.382,0.161,0.634,Up,0.296,-0.23,0.215,0.902,C
THUMB,0.409,-0.718,0.301,Towards you,0.855,-0.374,-0.299,0.197,C
INDEX,-0.256,-0.231,0.608,Up,0.563,-0.198,0.093,0.797,C
PALM,0.921,0.158,-0.271,Right,0.498,0.498,-0.622,0.341,C
PINKY,-0.549,0.573,0.494,Right,0.753,0.434,0.141,-0.473,C
RING,-0.859,0.311,0.223,Away from you,-0.818,-0.156,-0.553,0.015,C
MIDDLE,-0.906,-0.034,0.419,Left,0.373,-0.5,0.231,0.747,C
THUMB,0.699,-0.722,0.211,Towards you,0.774,-0.387,-0.495,0.075,C
INDEX,-0.819,-0.14,0.342,Left,0.532,-0.435,0.275,0.672,C
PALM,1.194,0.052,-0.16,Right,0.571,0.442,-0.579,0.378,C
PINKY,-0.823,0.465,0.159,Right,0.692,0.521,0.333,-0.373,C
MIDDLE,-0.997,-0.05,0.142,Towards you,0.241,-0.64,0.183,0.706,C
THUMB,0.782,-0.624,0.08,Towards you,0.75,-0.309,-0.576,0.104,C
INDEX,-0.87,-0.127,0.262,Left,0.435,-0.501,0.258,0.703,C
PALM,1.038,0.011,0.154,Right,0.58,0.448,-0.511,0.45,D
PINKY,-0.775,0.472,0.292,Right,0.755,0.447,0.355,-0.323,D
RING,-0.906,0.202,0.095,Away from you,-0.75,-0.006,-0.65,-0.126,D
MIDDLE,-0.99,-0.059,0.284,Towards you,0.212,-0.595,0.127,0.765,D
THUMB,0.82,-0.583,0.157,Towards you,0.736,-0.277,-0.608,0.11,D
INDEX,-0.888,-0.132,0.288,Left,0.411,-0.499,0.21,0.734,D
PALM,0.926,0.114,0.169,Right,0.591,0.449,-0.48,0.467,D
PINKY,-0.827,0.324,0.324,Right,0.738,0.427,0.399,-0.338,D
RING,-0.918,0.146,0.116,Away from you,-0.738,0.014,-0.667,-0.1,D
MIDDLE,-0.957,-0.065,0.164,Towards you,0.241,-0.616,0.135,0.738,D
THUMB,0.794,-0.663,0.209,Towards you,0.731,-0.299,-0.606,0.089,D
INDEX,-0.897,-0.061,0.193,Left,0.441,-0.507,0.238,0.701,D
PALM,1.044,0.074,0.008,Right,0.603,0.425,-0.518,0.433,D
PINKY,-0.855,0.374,0.262,Right,0.731,0.44,0.402,-0.332,D
RING,-0.94,0.109,0.101,Away from you,-0.735,0.006,-0.671,-0.097,D
THUMB,0.812,-0.601,0.172,Towards you,0.745,-0.315,-0.583,0.08,D
INDEX,-0.831,-0.052,0.331,Left,0.439,-0.497,0.225,0.714,D
PALM,1.037,0.045,0.027,Right,0.604,0.412,-0.524,0.436,D
PINKY,-0.81,0.393,0.285,Right,0.748,0.427,0.406,-0.305,D
RING,-0.958,0.139,0.113,Away from you,-0.74,0.015,-0.662,-0.119,D
MIDDLE,-0.94,-0.085,0.233,Towards you,0.228,-0.606,0.128,0.752,D
THUMB,0.819,-0.628,0.157,Towards you,0.748,-0.307,-0.58,0.098,D
INDEX,-0.799,-0.123,0.354,Left,0.414,-0.501,0.204,0.732,D
PALM,1.03,0.089,0.04,Right,0.592,0.424,-0.521,0.445,D
PINKY,-0.824,0.435,0.236,Right,0.758,0.416,0.425,-0.27,D
RING,-0.958,0.184,0.07,Away from you,-0.731,0.028,-0.667,-0.14,D
MIDDLE,-0.949,-0.06,0.223,Towards you,0.212,-0.61,0.126,0.753,D
THUMB,0.805,-0.622,0.16,Towards you,0.754,-0.303,-0.571,0.116,D
INDEX,-0.842,-0.11,0.318,Left,0.396,-0.507,0.201,0.739,D
PALM,1.041,0.068,0.022,Right,0.581,0.425,-0.534,0.443,D
PINKY,-0.84,0.394,0.241,Right,0.763,0.404,0.442,-0.245,D
RING,-0.953,0.146,0.094,Away from you,-0.729,0.044,-0.666,-0.153,D
MIDDLE,-0.941,-0.037,0.264,Towards you,0.204,-0.608,0.116,0.758,D
THUMB,0.812,-0.599,0.169,Towards you,0.753,-0.299,-0.572,0.124,D
INDEX,-0.82,-0.098,0.353,Left,0.388,-0.504,0.191,0.747,D
PALM,1.039,0.051,0.036,Right,0.583,0.42,-0.537,0.442,D
PINKY,-0.831,0.421,0.243,Right,0.767,0.4,0.449,-0.222,D
RING,-0.945,0.16,0.1,Away from you,-0.723,0.048,-0.668,-0.169,D
MIDDLE,-0.925,-0.042,0.247,Towards you,0.193,-0.61,0.117,0.759,D
THUMB,0.778,-0.642,0.224,Towards you,0.759,-0.297,-0.563,0.135,D
INDEX,-0.883,-0.053,0.281,Left,0.374,-0.51,0.194,0.75,D
PALM,1.047,0.04,-0.047,Right,0.572,0.418,-0.554,0.437,D
PINKY,-0.821,0.401,0.257,Right,0.772,0.39,0.46,-0.202,D
RING,-0.949,0.161,0.091,Away from you,-0.72,0.059,-0.667,-0.18,D
MIDDLE,-0.943,-0.029,0.245,Towards you,0.189,-0.612,0.112,0.76,D
THUMB,0.796,-0.633,0.2,Towards you,0.759,-0.298,-0.562,0.139,D
INDEX,-0.839,-0.076,0.333,Left,0.372,-0.512,0.187,0.752,D
PALM,1.054,0.058,-0.018,Right,0.583,0.412,-0.555,0.427,D
PINKY,-0.817,0.395,0.256,Right,0.773,0.376,0.471,-0.197,D
RING,-0.947,0.1,0.072,Away from you,-0.72,0.072,-0.667,-0.176,D
MIDDLE,-0.958,-0.082,0.216,Towards you,0.199,-0.617,0.103,0.755,D
THUMB,0.788,-0.608,0.174,Towards you,0.753,-0.311,-0.562,0.143,D
INDEX,-0.854,-0.097,0.303,Left,0.375,-0.521,0.177,0.746,D
PALM,1.043,0.104,-0.046,Right,0.59,0.414,-0.561,0.408,D
PINKY,-0.859,0.378,0.201,Right,0.779,0.361,0.477,-0.186,D
RING,-0.982,0.139,0.0,Away from you,-0.725,0.077,-0.659,-0.184,D
MIDDLE,-0.948,0.006,0.25,Towards you,0.197,-0.602,0.104,0.767,D
THUMB,0.822,-0.552,0.167,Towards you,0.754,-0.303,-0.571,0.119,D
INDEX,-0.818,-0.09,0.394,Left,0.387,-0.486,0.167,0.765,D
PALM,1.027,0.092,0.125,Right,0.629,0.374,-0.547,0.406,D
PINKY,-0.738,0.341,0.477,Right,0.82,0.341,0.421,-0.186,D
RING,-0.892,0.141,0.368,Away from you,-0.772,0.049,-0.604,-0.195,D
MIDDLE,-0.823,-0.036,0.53,Towards you,0.224,-0.537,0.114,0.805,D
THUMB,0.905,-0.48,0.096,Towards you,0.743,-0.291,-0.6,0.056,D
INDEX,-0.745,-0.043,0.476,Left,0.421,-0.441,0.166,0.775,D
PALM,1.03,0.02,0.208,Right,0.661,0.324,-0.554,0.389,D
PINKY,-0.852,0.45,0.273,Right,0.798,0.384,0.408,-0.221,D
RING,-0.964,0.191,0.086,Away from you,-0.763,0.002,-0.63,-0.147,D
MIDDLE,-1.052,-0.019,0.186,Towards you,0.272,-0.551,0.159,0.773,D
THUMB,0.741,-0.65,0.32,Towards you,0.759,-0.336,-0.557,0.039,D
INDEX,-0.784,-0.056,0.384,Left,0.463,-0.446,0.191,0.742,D
PALM,1.024,0.075,0.132,Right,0.675,0.298,-0.583,0.34,D
PINKY,-0.77,0.341,0.479,Right,0.82,0.353,0.392,-0.221,D
RING,-0.865,0.133,0.349,Away from you,-0.788,0.017,-0.596,-0.154,D
MIDDLE,-0.846,-0.098,0.514,Towards you,0.273,-0.529,0.13,0.793,D
THUMB,0.884,-0.481,0.1,Towards you,0.742,-0.321,-0.588,0.024,D
INDEX,-0.807,-0.071,0.414,Left,0.452,-0.446,0.173,0.753,D
PALM,1.039,0.008,0.117,Right,0.687,0.292,-0.571,0.341,D
PINKY,-0.809,0.434,0.328,Right,0.801,0.365,0.422,-0.216,D
RING,-0.965,0.227,0.138,Away from you,-0.762,0.016,-0.631,-0.143,D
MIDDLE,-0.913,0.044,0.337,Towards you,0.28,-0.559,0.153,0.766,D
THUMB,0.89,-0.534,0.198,Towards you,0.744,-0.34,-0.575,0.003,D
INDEX,-0.742,-0.003,0.398,Left,0.47,-0.453,0.186,0.734,D
PALM,1.077,0.058,0.183,Right,0.712,0.274,-0.569,0.308,D
PINKY,-0.742,0.208,0.525,Right,0.832,0.302,0.408,-0.222,D
RING,-0.776,0.011,0.259,Away from you,-0.799,0.051,-0.583,-0.142,D
MIDDLE,-0.842,-0.216,0.459,Towards you,0.305,-0.527,0.09,0.788,D
THUMB,0.87,-0.58,-0.147,Towards you,0.672,-0.394,-0.627,0.013,D
INDEX,-0.809,-0.225,0.469,Left,0.477,-0.465,0.107,0.738,D
PALM,0.937,0.079,0.177,Right,0.735,0.299,-0.537,0.285,D
PINKY,-0.768,0.259,0.546,Right,0.834,0.281,0.431,-0.202,D
RING,-0.947,0.03,0.219,Away from you,-0.78,0.082,-0.6,-0.156,D
MIDDLE,-0.894,-0.096,0.311,Towards you,0.283,-0.56,0.081,0.775,D
THUMB,0.877,-0.497,-0.137,Towards you,0.633,-0.382,-0.672,0.034,D
INDEX,-0.788,-0.136,0.38,Towards you,0.436,-0.488,0.126,0.746,D
PALM,0.997,0.172,0.168,Right,0.72,0.305,-0.539,0.313,D
PINKY,-0.789,0.305,0.446,Away from you,0.826,0.271,0.47,-0.156,D
RING,-0.93,0.085,0.269,Away from you,-0.754,0.11,-0.623,-0.179,D
MIDDLE,-0.884,-0.169,0.345,Towards you,0.261,-0.582,0.075,0.766,D
THUMB,0.776,-0.621,-0.198,Towards you,0.618,-0.383,-0.685,0.048,D
INDEX,-0.857,-0.216,0.298,Left,0.435,-0.509,0.133,0.731,D
PALM,1.006,0.175,0.14,Right,0.714,0.306,-0.556,0.295,D
PINKY,-0.833,0.321,0.344,Away from you,0.814,0.28,0.485,-0.155,D
RING,-0.911,0.117,0.119,Away from you,-0.74,0.107,-0.643,-0.167,D
MIDDLE,-0.942,-0.146,0.223,Towards you,0.273,-0.598,0.095,0.748,D
THUMB,0.803,-0.613,-0.173,Towards you,0.633,-0.403,-0.659,0.052,D
INDEX,-0.807,-0.226,0.365,Left,0.445,-0.516,0.154,0.715,D
PALM,1.0,0.159,0.128,Right,0.716,0.285,-0.576,0.272,D
PINKY,-0.835,0.33,0.33,Away from you,0.806,0.297,0.485,-0.165,D
RING,-0.94,0.058,0.121,Away from you,-0.741,0.079,-0.65,-0.15,D
MIDDLE,-0.925,-0.143,0.289,Towards you,0.301,-0.588,0.131,0.74,D
THUMB,0.839,-0.601,-0.073,Towards you,0.66,-0.367,-0.654,0.043,D
INDEX,-0.873,-0.089,0.322,Left,0.465,-0.499,0.187,0.707,D
PALM,1.026,0.058,0.156,Towards you,0.727,0.234,-0.593,0.257,D
PINKY,-0.807,0.397,0.361,Away from you,0.821,0.316,0.457,-0.135,D
RING,-0.86,0.111,0.185,Away from you,-0.757,0.058,-0.626,-0.178,D
MIDDLE,-0.938,-0.101,0.372,Towards you,0.291,-0.544,0.13,0.776,D
THUMB,0.901,-0.438,-0.172,Towards you,0.649,-0.235,-0.719,0.08,D
INDEX,-0.763,-0.158,0.465,Left,0.454,-0.453,0.138,0.755,D
PALM,1.035,0.053,0.192,Towards you,0.723,0.244,-0.582,0.283,D
PINKY,-0.861,0.31,0.317,Away from you,0.819,0.306,0.47,-0.119,D
RING,-0.908,0.157,0.102,Away from you,-0.744,0.071,-0.64,-0.178,D
MIDDLE,-0.942,-0.073,0.275,Towards you,0.292,-0.577,0.147,0.749,D
THUMB,0.972,-0.38,0.051,Towards you,0.717,-0.288,-0.632,-0.049,D
INDEX,-0.805,-0.061,0.355,Left,0.444,-0.489,0.189,0.727,D
PALM,1.02,0.099,0.225,Towards you,0.74,0.215,-0.586,0.252,D
PINKY,-0.832,0.372,0.308,Away from you,0.809,0.294,0.494,-0.121,D
RING,-0.94,0.16,0.137,Away from you,-0.736,0.087,-0.646,-0.18,D
MIDDLE,-0.957,-0.065,0.277,Towards you,0.282,-0.589,0.143,0.744,D
THUMB,0.963,-0.326,0.063,Towards you,0.719,-0.27,-0.639,-0.045,D
INDEX,-0.82,-0.147,0.361,Left,0.433,-0.504,0.177,0.726,D
PALM,1.013,0.142,0.219,Towards you,0.746,0.231,-0.576,0.242,D
PINKY,-0.855,0.29,0.317,Away from you,0.814,0.244,0.518,-0.099,D
RING,-0.945,0.027,0.143,Away from you,-0.732,0.142,-0.637,-0.193,D
MIDDLE,-0.901,-0.201,0.288,Towards you,0.269,-0.603,0.095,0.745,D
THUMB,0.931,-0.403,-0.056,Towards you,0.701,-0.275,-0.658,-0.007,D
INDEX,-0.837,-0.255,0.29,Towards you,0.409,-0.534,0.137,0.727,D
PALM,1.006,0.224,0.129,Towards you,0.736,0.266,-0.575,0.238,D
PINKY,-0.868,0.315,0.276,Away from you,0.808,0.222,0.539,-0.087,D
RING,-0.958,0.069,0.1,Away from you,-0.725,0.154,-0.643,-0.193,D
MIDDLE,-0.927,-0.113,0.251,Towards you,0.275,-0.61,0.103,0.736,D
THUMB,0.946,-0.394,0.02,Towards you,0.706,-0.292,-0.645,-0.021,D
INDEX,-0.829,-0.191,0.325,Left,0.418,-0.532,0.153,0.72,D
PALM,1.007,0.185,0.173,Towards you,0.741,0.241,-0.586,0.22,D
PINKY,-0.873,0.259,0.289,Away from you,0.809,0.217,0.542,-0.074,D
RING,-0.96,0.017,0.118,Away from you,-0.723,0.163,-0.641,-0.2,D
MIDDLE,-0.935,-0.19,0.247,Towards you,0.27,-0.612,0.093,0.737,D
THUMB,0.934,-0.421,-0.005,Towards you,0.702,-0.294,-0.648,-0.012,D
INDEX,-0.849,-0.209,0.297,Towards you,0.404,-0.541,0.14,0.724,D
PALM,1.011,0.175,0.133,Towards you,0.737,0.249,-0.588,0.221,D
PINKY,-0.877,0.271,0.277,Away from you,0.806,0.201,0.554,-0.047,E
RING,-0.953,0.021,0.099,Away from you,-0.714,0.179,-0.642,-0.215,E
MIDDLE,-0.931,-0.176,0.251,Towards you,0.26,-0.617,0.086,0.738,E
THUMB,0.944,-0.393,-0.023,Towards you,0.703,-0.291,-0.649,-0.008,E
INDEX,-0.844,-0.193,0.305,Towards you,0.393,-0.543,0.133,0.73,E
PALM,1.014,0.166,0.141,Towards you,0.739,0.245,-0.589,0.218,E
PINKY,-0.866,0.28,0.302,Away from you,0.807,0.189,0.56,-0.028,E
RING,-0.959,0.03,0.109,Away from you,-0.711,0.187,-0.639,-0.225,E
MIDDLE,-0.936,-0.168,0.24,Towards you,0.257,-0.616,0.085,0.74,E
THUMB,0.937,-0.422,-0.006,Towards you,0.703,-0.291,-0.649,-0.007,E
INDEX,-0.839,-0.194,0.305,Towards you,0.388,-0.544,0.13,0.732,E
PALM,1.003,0.178,0.138,Towards you,0.741,0.238,-0.592,0.21,E
PINKY,-0.88,0.281,0.282,Away from you,0.807,0.178,0.563,-0.012,E
RING,-0.946,0.049,0.109,Away from you,-0.708,0.193,-0.638,-0.233,E
MIDDLE,-0.95,-0.147,0.243,Towards you,0.254,-0.617,0.086,0.74,E
THUMB,0.932,-0.394,0.001,Towards you,0.705,-0.291,-0.647,-0.01,E
INDEX,-0.859,-0.206,0.292,Towards you,0.381,-0.546,0.129,0.735,E
PALM,1.008,0.165,0.146,Towards you,0.742,0.231,-0.595,0.203,E
PINKY,-0.88,0.276,0.282,Away from you,0.806,0.167,0.568,0.004,E
RING,-0.962,0.016,0.098,Away from you,-0.705,0.201,-0.637,-0.24,E
MIDDLE,-0.928,-0.177,0.237,Towards you,0.254,-0.618,0.082,0.74,E
RING,-0.962,0.024,0.103,Away from you,-0.696,0.221,-0.629,-0.267,E
MIDDLE,-0.921,-0.166,0.246,Towards you,0.244,-0.617,0.077,0.744,E
THUMB,0.935,-0.427,-0.014,Towards you,0.704,-0.289,-0.649,-0.008,E
INDEX,-0.852,-0.197,0.28,Towards you,0.36,-0.55,0.111,0.746,E
PALM,1.015,0.163,0.143,Towards you,0.75,0.207,-0.603,0.174,E
PINKY,-0.854,0.289,0.291,Away from you,0.803,0.12,0.578,0.074,E
RING,-0.969,0.028,0.062,Away from you,-0.69,0.231,-0.627,-0.277,E
MIDDLE,-0.944,-0.165,0.211,Towards you,0.239,-0.622,0.075,0.742,E
THUMB,0.938,-0.409,-0.003,Towards you,0.706,-0.29,-0.646,-0.004,E
INDEX,-0.861,-0.18,0.298,Towards you,0.352,-0.554,0.11,0.746,E
PALM,1.01,0.168,0.157,Towards you,0.75,0.201,-0.608,0.167,E
PINKY,-0.866,0.291,0.289,Away from you,0.799,0.108,0.585,0.091,E
RING,-0.957,0.047,0.094,Away from you,-0.685,0.241,-0.625,-0.287,E
MIDDLE,-0.937,-0.161,0.221,Towards you,0.235,-0.621,0.072,0.744,E
THUMB,0.938,-0.425,-0.005,Towards you,0.706,-0.287,-0.648,-0.004,E
INDEX,-0.834,-0.191,0.312,Towards you,0.344,-0.552,0.104,0.752,E
PALM,1.011,0.168,0.16,Towards you,0.753,0.195,-0.607,0.163,E
PINKY,-0.864,0.299,0.285,Away from you,0.797,0.095,0.586,0.112,E
RING,-0.953,0.043,0.104,Left,-0.681,0.248,-0.621,-0.298,E
MIDDLE,-0.933,-0.156,0.239,Towards you,0.231,-0.62,0.069,0.747,E
THUMB,0.932,-0.408,-0.009,Towards you,0.706,-0.286,-0.648,-0.004,E
INDEX,-0.825,-0.196,0.313,Towards you,0.338,-0.553,0.099,0.755,E
PALM,1.018,0.156,0.153,Towards you,0.754,0.19,-0.609,0.156,E
PINKY,-0.878,0.268,0.26,Away from you,0.792,0.079,0.59,0.133,E
RING,-0.96,0.044,0.083,Left,-0.673,0.263,-0.618,-0.309,E
MIDDLE,-0.937,-0.154,0.229,Towards you,0.222,-0.625,0.062,0.746,E
THUMB,0.934,-0.419,0.005,Towards you,0.707,-0.283,-0.648,0.004,E
INDEX,-0.844,-0.198,0.295,Towards you,0.326,-0.558,0.093,0.758,E
PALM,1.016,0.177,0.147,Towards you,0.752,0.188,-0.613,0.153,E
PINKY,-0.883,0.279,0.26,Away from you,0.788,0.065,0.594,0.15,E
RING,-0.958,0.037,0.079,Left,-0.668,0.271,-0.616,-0.317,E
MIDDLE,-0.938,-0.167,0.221,Towards you,0.219,-0.626,0.059,0.746,E
THUMB,0.929,-0.44,0.01,Towards you,0.707,-0.283,-0.648,0.006,E
INDEX,-0.835,-0.185,0.301,Towards you,0.322,-0.559,0.089,0.759,E
PALM,1.008,0.165,0.149,Towards you,0.754,0.18,-0.615,0.143,E
PINKY,-0.872,0.29,0.271,Away from you,0.787,0.055,0.592,0.166,E
RING,-0.961,0.043,0.085,Left,-0.667,0.275,-0.611,-0.326,E
MIDDLE,-0.936,-0.166,0.238,Towards you,0.217,-0.623,0.059,0.749,E
THUMB,0.938,-0.387,-0.007,Towards you,0.706,-0.281,-0.65,0.003,E
INDEX,-0.84,-0.175,0.31,Towards you,0.316,-0.556,0.085,0.764,E
PALM,1.018,0.156,0.159,Towards you,0.757,0.173,-0.615,0.137,E
PINKY,-0.863,0.274,0.301,Away from you,0.78,0.044,0.597,0.18,E
RING,-0.941,0.044,0.111,Left,-0.66,0.283,-0.612,-0.331,E
